index,Sampling Criterion,Sample Size,τ,graph_id
26,W. Random,27,3.539968811016513,0
27,W. Random,28,1.9924895538271925,0
28,W. Random,29,12.465829837347702,0
29,W. Random,30,4.26886043930931,0
30,W. Random,31,10.87717291637848,0
31,W. Random,32,3.9982465912088854,0
32,W. Random,33,18.01892196570634,0
33,W. Random,34,6.4122216149311955,0
34,W. Random,35,25.886905873747423,0
35,W. Random,36,5.567437120181671,0
36,W. Random,37,20.74280724456448,0
37,W. Random,38,10.073653391851076,0
38,W. Random,39,23.97409918133603,0
39,W. Random,40,9.249226141838198,0
40,W. Random,41,20.149751650806362,0
41,W. Random,42,39.96482361958943,0
42,W. Random,43,32.911848133989814,0
